etiqueta,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,0.0,0.0,0.0,0.048361,-0.063235,-0.015365,0.067274,-0.154504,-0.024194,0.058872,-0.215333,-0.034735,0.052699,-0.264539,-0.042475,0.021176,-0.227401,-0.02344,0.026288,-0.29488,-0.051399,0.025096,-0.344801,-0.067857,0.02532,-0.393661,-0.079133,-0.015651,-0.219972,-0.032388,0.032227,-0.246668,-0.066503,0.074755,-0.262294,-0.07855,0.109198,-0.280877,-0.08309,-0.046417,-0.193015,-0.044424,0.023753,-0.165962,-0.083469,0.033414,-0.105942,-0.080361,0.029838,-0.075578,-0.068842,-0.068226,-0.149419,-0.058744,-0.003158,-0.119,-0.085672,0.00685,-0.079954,-0.08348,0.000248,-0.066117,-0.076173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.044118,-0.063491,-0.016923,0.06143,-0.159688,-0.023624,0.049703,-0.225594,-0.031556,0.039348,-0.279076,-0.036739,0.016663,-0.23136,-0.018978,0.019677,-0.310711,-0.043254,0.015799,-0.365676,-0.056253,0.011678,-0.41817,-0.064059,-0.018762,-0.228441,-0.025295,0.019134,-0.268405,-0.055678,0.054484,-0.290857,-0.065638,0.082346,-0.315317,-0.067807,-0.051328,-0.209183,-0.034898,0.006134,-0.197443,-0.07475,0.019803,-0.12853,-0.072999,0.024135,-0.088152,-0.060224,-0.0756,-0.174244,-0.046379,-0.022634,-0.155709,-0.073611,-0.009567,-0.11122,-0.071018,-0.008864,-0.088613,-0.062137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.059706,-0.088185,-0.00485,0.075458,-0.197294,-0.012803,0.063383,-0.280497,-0.02517,0.05182,-0.345368,-0.035483,0.012959,-0.260509,-0.003287,0.023233,-0.336296,-0.02487,0.028564,-0.389244,-0.037369,0.033361,-0.437283,-0.045732,-0.016508,-0.2498,-0.014403,0.061405,-0.284975,-0.042278,0.083163,-0.235622,-0.046946,0.083802,-0.203597,-0.044807,-0.031452,-0.221298,-0.027692,0.054333,-0.22568,-0.061878,0.059532,-0.160319,-0.054454,0.04652,-0.125216,-0.040346,-0.035348,-0.182952,-0.041324,0.037514,-0.18505,-0.06159,0.046713,-0.134377,-0.053414,0.037716,-0.105618,-0.042638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.0618,-0.078684,-0.004549,0.078863,-0.17632,-0.014532,0.073532,-0.249533,-0.030019,0.076352,-0.314246,-0.042887,0.026377,-0.246596,-0.005263,0.044834,-0.319665,-0.030703,0.053618,-0.372889,-0.044263,0.060632,-0.420029,-0.05139,0.007841,-0.236449,-0.017769,0.083805,-0.277347,-0.045382,0.133158,-0.291903,-0.052435,0.171868,-0.308871,-0.053121,-0.003433,-0.207218,-0.033234,0.081845,-0.201949,-0.069412,0.08115,-0.137094,-0.063112,0.069207,-0.096859,-0.04769,-0.004781,-0.164377,-0.049336,0.063773,-0.160002,-0.070539,0.06515,-0.113687,-0.06151,0.053603,-0.086443,-0.048693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.05814,-0.066754,-0.000763,0.073947,-0.151906,-0.00763,0.07412,-0.222055,-0.020308,0.084639,-0.281128,-0.030176,0.020197,-0.234421,-0.001197,0.050529,-0.308813,-0.025533,0.066399,-0.359973,-0.039356,0.07801,-0.408462,-0.047791,0.010371,-0.226786,-0.014246,0.092969,-0.268245,-0.04397,0.145557,-0.28431,-0.054237,0.184536,-0.305945,-0.056663,0.01042,-0.198772,-0.02913,0.097448,-0.196837,-0.060659,0.092203,-0.138662,-0.052115,0.0735,-0.109444,-0.036803,0.018113,-0.159282,-0.045029,0.0877,-0.147401,-0.063648,0.08115,-0.105964,-0.054018,0.060651,-0.087503,-0.040967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.042716,-0.081642,0.010464,0.062536,-0.172611,0.004255,0.076971,-0.245075,-0.008612,0.091472,-0.30478,-0.01833,0.029069,-0.238971,0.001204,0.066786,-0.318165,-0.021136,0.081591,-0.368371,-0.033402,0.090075,-0.415477,-0.039075,0.029346,-0.226788,-0.015775,0.115144,-0.275662,-0.035704,0.159934,-0.297973,-0.041217,0.193453,-0.324211,-0.042478,0.037834,-0.199145,-0.033385,0.127282,-0.194408,-0.054284,0.117577,-0.148206,-0.046094,0.098831,-0.125666,-0.034004,0.053606,-0.160297,-0.050941,0.118314,-0.144454,-0.056904,0.108429,-0.109093,-0.044454,0.092147,-0.093649,-0.032365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.05918,-0.064194,0.005028,0.085937,-0.147622,-0.002304,0.096949,-0.216013,-0.015481,0.105628,-0.274832,-0.026079,0.047662,-0.218004,-0.002825,0.082318,-0.282958,-0.025027,0.099674,-0.326902,-0.037673,0.111797,-0.368695,-0.044137,0.038598,-0.205886,-0.018021,0.12123,-0.23964,-0.039655,0.168107,-0.255236,-0.045398,0.204203,-0.273472,-0.046891,0.035959,-0.177842,-0.034443,0.119029,-0.160442,-0.057277,0.109178,-0.117572,-0.048497,0.091422,-0.095882,-0.035866,0.040828,-0.136499,-0.051253,0.105556,-0.122491,-0.059156,0.096405,-0.089194,-0.045906,0.07965,-0.073649,-0.033307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.062099,-0.059809,-0.008383,0.084346,-0.142428,-0.018957,0.086184,-0.206874,-0.0336,0.097552,-0.263474,-0.044882,0.041375,-0.220327,-0.012267,0.060608,-0.279407,-0.040021,0.07249,-0.322758,-0.056861,0.082491,-0.364364,-0.06736,0.020398,-0.211721,-0.02359,0.094089,-0.231543,-0.057658,0.142479,-0.241024,-0.071457,0.180467,-0.253691,-0.076796,0.007735,-0.180886,-0.037345,0.089997,-0.150181,-0.074392,0.085898,-0.097331,-0.068738,0.07047,-0.07342,-0.054801,0.003975,-0.137175,-0.052486,0.073957,-0.111034,-0.075279,0.070081,-0.075327,-0.0676,0.05328,-0.064181,-0.056034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.05132,-0.059487,-0.016631,0.076407,-0.148427,-0.02262,0.071373,-0.216782,-0.029673,0.066836,-0.272312,-0.033601,0.03611,-0.228508,-0.012643,0.046071,-0.307605,-0.032572,0.049202,-0.359472,-0.043295,0.051942,-0.407481,-0.049159,0.005024,-0.227197,-0.017639,0.046357,-0.270987,-0.042001,0.08131,-0.288903,-0.049331,0.108637,-0.305023,-0.050137,-0.024329,-0.212549,-0.026294,0.032555,-0.199387,-0.062221,0.035007,-0.138892,-0.062323,0.029825,-0.104527,-0.051307,-0.046317,-0.184052,-0.036508,0.006454,-0.169237,-0.060839,0.01435,-0.125339,-0.058249,0.010664,-0.100127,-0.049739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.043674,-0.060962,-0.013255,0.058916,-0.139893,-0.019843,0.05175,-0.199302,-0.028149,0.04495,-0.244998,-0.034334,0.02591,-0.208465,-0.016259,0.024872,-0.278177,-0.037256,0.019269,-0.326174,-0.049595,0.015377,-0.370756,-0.057204,-0.006177,-0.204765,-0.022073,0.019833,-0.226858,-0.047946,0.050707,-0.24106,-0.057356,0.076409,-0.257222,-0.060369,-0.037023,-0.185728,-0.030474,0.003983,-0.159047,-0.062677,0.017068,-0.107121,-0.062653,0.021441,-0.075208,-0.05383,-0.063043,-0.153749,-0.040531,-0.023438,-0.12715,-0.061523,-0.010671,-0.091423,-0.059666,-0.007848,-0.071754,-0.052934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.064278,-0.111323,-0.016462,-0.085655,-0.216975,-0.024007,-0.088648,-0.297573,-0.034515,-0.090125,-0.369091,-0.045947,-0.028093,-0.309548,-0.020177,-0.049577,-0.411486,-0.043945,-0.054615,-0.472257,-0.060625,-0.058613,-0.52789,-0.073693,-0.000522,-0.289819,-0.03027,-0.09362,-0.315253,-0.066429,-0.155918,-0.329195,-0.083092,-0.202976,-0.344371,-0.089904,0.009615,-0.242505,-0.042603,-0.099591,-0.214116,-0.076646,-0.111337,-0.157504,-0.07774,-0.101359,-0.125636,-0.072698,0.00735,-0.1844,-0.057758,-0.087756,-0.155163,-0.083539,-0.0981,-0.116447,-0.083497,-0.084411,-0.092699,-0.07781
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.076026,-0.102736,-0.010533,-0.096619,-0.201207,-0.015987,-0.102221,-0.280741,-0.025469,-0.111377,-0.35187,-0.037156,-0.047847,-0.29139,-0.014698,-0.069066,-0.389835,-0.035377,-0.072146,-0.450751,-0.049053,-0.073829,-0.507327,-0.060251,-0.022958,-0.272179,-0.026079,-0.117006,-0.296908,-0.057134,-0.178702,-0.310043,-0.069576,-0.22427,-0.32719,-0.074955,-0.014343,-0.225398,-0.039444,-0.11846,-0.195402,-0.069386,-0.121872,-0.140476,-0.068292,-0.105937,-0.11236,-0.062938,-0.015786,-0.16914,-0.054933,-0.105292,-0.138695,-0.075922,-0.109008,-0.102055,-0.073724,-0.091883,-0.083291,-0.06789
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.070787,-0.09852,-0.012569,-0.089424,-0.194771,-0.019015,-0.09235,-0.273569,-0.029436,-0.098299,-0.344324,-0.041828,-0.037767,-0.28408,-0.012215,-0.056904,-0.380504,-0.032881,-0.060766,-0.436888,-0.046822,-0.062981,-0.489168,-0.057465,-0.013756,-0.267184,-0.022793,-0.10237,-0.304072,-0.053608,-0.159631,-0.319027,-0.067834,-0.201359,-0.336279,-0.073593,-0.004862,-0.225253,-0.035606,-0.106621,-0.204581,-0.066604,-0.113215,-0.145955,-0.067587,-0.099833,-0.113336,-0.062465,-0.006441,-0.17432,-0.050494,-0.09385,-0.154867,-0.072036,-0.098975,-0.114625,-0.070237,-0.082833,-0.090448,-0.063988
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058504,-0.092602,-0.00369,-0.074751,-0.185712,-0.006574,-0.07646,-0.260395,-0.014745,-0.077613,-0.327809,-0.024524,-0.029883,-0.266007,0.004409,-0.050868,-0.355231,-0.009806,-0.056472,-0.405274,-0.01972,-0.060566,-0.453069,-0.027793,-0.00802,-0.256702,-0.008168,-0.086993,-0.295838,-0.031831,-0.138889,-0.307016,-0.043228,-0.178464,-0.323005,-0.04678,0.000205,-0.225319,-0.022722,-0.088426,-0.205814,-0.046991,-0.090336,-0.147436,-0.049611,-0.074677,-0.117114,-0.046794,0.000717,-0.18419,-0.038512,-0.077548,-0.162449,-0.057027,-0.079928,-0.118658,-0.056757,-0.063476,-0.092813,-0.052201
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.066134,-0.094032,0.005913,-0.086743,-0.185932,0.00096,-0.097306,-0.26331,-0.010721,-0.102993,-0.333946,-0.026254,-0.035706,-0.26219,0.002672,-0.054835,-0.353741,-0.009941,-0.056754,-0.408652,-0.018279,-0.058537,-0.461124,-0.025617,-0.026006,-0.246485,-0.012543,-0.122071,-0.288273,-0.029291,-0.176666,-0.308964,-0.036768,-0.217314,-0.340458,-0.041942,-0.032878,-0.211876,-0.028054,-0.133521,-0.202047,-0.043086,-0.125604,-0.14786,-0.041051,-0.100283,-0.127603,-0.039186,-0.047455,-0.173064,-0.043894,-0.131763,-0.158131,-0.0551,-0.126926,-0.116874,-0.051342,-0.104385,-0.097645,-0.046672
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039974,-0.087181,0.004164,-0.067559,-0.177043,-0.0018,-0.09554,-0.252687,-0.013002,-0.110739,-0.313896,-0.028337,-0.038052,-0.245791,-0.004761,-0.067729,-0.339092,-0.018492,-0.073928,-0.392648,-0.026941,-0.077504,-0.443946,-0.033904,-0.036152,-0.229241,-0.017343,-0.135889,-0.274924,-0.034028,-0.190205,-0.292082,-0.040485,-0.232409,-0.314545,-0.044564,-0.047794,-0.194811,-0.029352,-0.14572,-0.187205,-0.043375,-0.136297,-0.1367,-0.040313,-0.11308,-0.113374,-0.037324,-0.064496,-0.154022,-0.041394,-0.145572,-0.142251,-0.052412,-0.139942,-0.105026,-0.04787,-0.11878,-0.08646,-0.042003
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.079704,-0.076947,-0.003805,-0.103693,-0.164725,-0.00987,-0.11223,-0.242227,-0.019063,-0.121997,-0.311113,-0.031335,-0.048331,-0.255608,-0.008331,-0.078502,-0.341038,-0.021305,-0.085255,-0.393569,-0.031331,-0.091594,-0.444987,-0.040145,-0.033056,-0.242085,-0.017968,-0.134492,-0.277088,-0.036475,-0.189424,-0.292563,-0.046734,-0.231647,-0.315621,-0.053582,-0.034353,-0.209107,-0.027638,-0.13864,-0.191033,-0.044615,-0.133444,-0.135526,-0.042461,-0.113761,-0.109587,-0.039317,-0.044847,-0.168886,-0.038371,-0.131957,-0.149983,-0.051226,-0.128433,-0.110777,-0.046833,-0.107446,-0.091058,-0.040834
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075657,-0.086201,-0.000759,-0.098032,-0.174641,-0.002232,-0.100671,-0.249444,-0.010931,-0.098499,-0.307066,-0.02235,-0.054118,-0.280964,0.009998,-0.081659,-0.368634,-0.005118,-0.094334,-0.425519,-0.018093,-0.106198,-0.479056,-0.02816,-0.027813,-0.277733,-0.005598,-0.112517,-0.315116,-0.029896,-0.172551,-0.337151,-0.044194,-0.219319,-0.360494,-0.049878,-0.012558,-0.250021,-0.023071,-0.107216,-0.225183,-0.050786,-0.112516,-0.153114,-0.053667,-0.101409,-0.105946,-0.049213,-0.006536,-0.209557,-0.041888,-0.090053,-0.184064,-0.062622,-0.096499,-0.13448,-0.060359,-0.085292,-0.098032,-0.053075
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060754,-0.10887,-0.002504,-0.080366,-0.213599,-0.004315,-0.080267,-0.292984,-0.013178,-0.075354,-0.353228,-0.023886,-0.022868,-0.313126,0.008337,-0.045336,-0.411099,-0.006703,-0.052804,-0.469214,-0.019114,-0.056518,-0.522924,-0.028856,0.009579,-0.304231,-0.006515,-0.078524,-0.344059,-0.029108,-0.133953,-0.364805,-0.043087,-0.172473,-0.384955,-0.04872,0.027607,-0.267741,-0.023364,-0.077741,-0.247814,-0.049258,-0.091144,-0.184264,-0.054079,-0.081627,-0.140402,-0.051917,0.033958,-0.220174,-0.041763,-0.056919,-0.201737,-0.062008,-0.072815,-0.15244,-0.061122,-0.066905,-0.113127,-0.054753
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053566,-0.112866,0.002835,-0.063355,-0.205712,-0.001964,-0.062431,-0.284639,-0.014045,-0.063856,-0.354485,-0.029125,-0.007405,-0.284534,0.000598,-0.02237,-0.381006,-0.015614,-0.027036,-0.438461,-0.026344,-0.031992,-0.490713,-0.035306,0.011176,-0.266401,-0.017557,-0.077651,-0.324105,-0.039278,-0.136832,-0.344751,-0.04727,-0.176719,-0.367904,-0.050736,0.012776,-0.225683,-0.037105,-0.085598,-0.227875,-0.058544,-0.094202,-0.171503,-0.056356,-0.078484,-0.13909,-0.052781,0.004537,-0.17765,-0.057593,-0.08171,-0.175633,-0.073945,-0.087418,-0.13565,-0.07046,-0.070567,-0.109025,-0.06501
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057686,-0.094051,-0.009967,-0.072558,-0.182029,-0.016134,-0.073419,-0.254591,-0.026129,-0.073952,-0.31957,-0.03785,-0.02118,-0.261634,-0.011875,-0.037414,-0.350964,-0.031688,-0.042882,-0.404956,-0.045009,-0.046799,-0.453811,-0.055002,0.00115,-0.247062,-0.022247,-0.078825,-0.281561,-0.049089,-0.130378,-0.297628,-0.060779,-0.167468,-0.313963,-0.065215,0.007484,-0.208843,-0.034591,-0.084904,-0.190766,-0.06111,-0.094563,-0.139292,-0.061671,-0.085539,-0.10785,-0.057553,0.00316,-0.161725,-0.048975,-0.077213,-0.140045,-0.069903,-0.087235,-0.104266,-0.069636,-0.078549,-0.080454,-0.064641
P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045762,-0.085734,-0.014494,-0.065665,-0.164037,-0.024258,-0.069087,-0.217357,-0.035921,-0.068863,-0.261952,-0.047124,-0.018277,-0.250875,-0.023415,-0.035309,-0.33162,-0.045484,-0.040449,-0.37989,-0.06076,-0.043112,-0.424859,-0.072267,0.011584,-0.233015,-0.032089,-0.054385,-0.233883,-0.064273,-0.097308,-0.234476,-0.077317,-0.128332,-0.241573,-0.081801,0.026692,-0.190641,-0.042353,-0.059107,-0.151902,-0.070091,-0.067124,-0.11011,-0.069409,-0.057543,-0.089115,-0.064813,0.030537,-0.141126,-0.055194,-0.04243,-0.110288,-0.074013,-0.055614,-0.080761,-0.071334,-0.047707,-0.064933,-0.065443
